pool,SW,MW,trail,hold,t1,ann,maxdd,calmar,sharpe,switches,stop_exits,tim,oos_ann
T0_4,40,10,0.06,5,real_t1,15.819833768507863,-14.986427881221651,1.055610709496056,1.1053980549603222,402,10,65.53524804177546,38.93161932701115
T0_4,40,20,0.06,5,real_t1,15.819833768507863,-14.986427881221651,1.055610709496056,1.1053980549603222,402,10,65.53524804177546,38.93161932701115
T0_4,40,10,0.06,5,full_t0,15.819833768507863,-14.986427881221651,1.055610709496056,1.1053980549603222,402,10,65.53524804177546,38.93161932701115
T0_4,40,30,0.06,5,real_t1,15.819833768507863,-14.986427881221651,1.055610709496056,1.1053980549603222,402,10,65.53524804177546,38.93161932701115
T0_4,40,30,0.06,5,full_t0,15.819833768507863,-14.986427881221651,1.055610709496056,1.1053980549603222,402,10,65.53524804177546,38.93161932701115
T0_5,60,20,0.03,5,real_t1,15.813718209543538,-14.960188166001698,1.0570534296808887,1.1098755556281008,407,40,65.60052219321149,38.91519577295715
T0_5,60,10,0.03,5,full_t0,15.813718209543538,-14.960188166001698,1.0570534296808887,1.1098755556281008,407,40,65.60052219321149,38.91519577295715
T0_5,60,10,0.03,5,real_t1,15.813718209543538,-14.960188166001698,1.0570534296808887,1.1098755556281008,407,40,65.60052219321149,38.91519577295715
T0_5,60,30,0.03,5,real_t1,15.813718209543538,-14.960188166001698,1.0570534296808887,1.1098755556281008,407,40,65.60052219321149,38.91519577295715
T0_5,60,20,0.03,5,full_t0,15.813718209543538,-14.960188166001698,1.0570534296808887,1.1098755556281008,407,40,65.60052219321149,38.91519577295715
T0_5,60,30,0.03,5,full_t0,15.813718209543538,-14.960188166001698,1.0570534296808887,1.1098755556281008,407,40,65.60052219321149,38.91519577295715
T0_5,60,10,0.06,1,full_t0,15.807389624207001,-12.195903644194274,1.296122869233387,1.0984680194601057,478,13,62.30417754569191,38.8982012600529
T0_5,60,20,0.06,1,real_t1,15.807389624207001,-12.195903644194274,1.296122869233387,1.0984680194601057,478,13,62.30417754569191,38.8982012600529
T0_5,60,20,0.06,1,full_t0,15.807389624207001,-12.195903644194274,1.296122869233387,1.0984680194601057,478,13,62.30417754569191,38.8982012600529
T0_5,60,30,0.06,1,real_t1,15.807389624207001,-12.195903644194274,1.296122869233387,1.0984680194601057,478,13,62.30417754569191,38.8982012600529
T0_5,60,30,0.06,1,full_t0,15.807389624207001,-12.195903644194274,1.296122869233387,1.0984680194601057,478,13,62.30417754569191,38.8982012600529
T0_5,60,10,0.06,1,real_t1,15.807389624207001,-12.195903644194274,1.296122869233387,1.0984680194601057,478,13,62.30417754569191,38.8982012600529
BASE7,80,10,0.06,5,real_t1,15.633954418551909,-29.375499813276317,0.5322106693648873,0.8954565537687479,327,26,70.3981723237598,38.43291350989735
BASE7,80,20,0.06,5,real_t1,15.633954418551909,-29.375499813276317,0.5322106693648873,0.8954565537687479,327,26,70.3981723237598,38.43291350989735
BASE7,80,30,0.06,5,real_t1,15.633954418551909,-29.375499813276317,0.5322106693648873,0.8954565537687479,327,26,70.3981723237598,38.43291350989735
T0_4,80,30,0.06,1,full_t0,15.397543881898134,-13.305225110646735,1.1572554206224699,1.1370851322753048,480,12,60.67232375979113,37.80006816777384
T0_4,80,30,0.06,1,real_t1,15.397543881898134,-13.305225110646735,1.1572554206224699,1.1370851322753048,480,12,60.67232375979113,37.80006816777384
T0_4,80,10,0.06,1,full_t0,15.397543881898134,-13.305225110646735,1.1572554206224699,1.1370851322753048,480,12,60.67232375979113,37.80006816777384
T0_4,80,10,0.06,1,real_t1,15.397543881898134,-13.305225110646735,1.1572554206224699,1.1370851322753048,480,12,60.67232375979113,37.80006816777384
T0_4,80,20,0.06,1,real_t1,15.397543881898134,-13.305225110646735,1.1572554206224699,1.1370851322753048,480,12,60.67232375979113,37.80006816777384
T0_4,80,20,0.06,1,full_t0,15.397543881898134,-13.305225110646735,1.1572554206224699,1.1370851322753048,480,12,60.67232375979113,37.80006816777384
BASE7,60,30,0.06,5,real_t1,15.387572939258408,-28.467226190595706,0.5405364342923503,0.8545636584186268,308,24,70.59399477806788,37.77341229721172
BASE7,60,10,0.06,5,real_t1,15.387572939258408,-28.467226190595706,0.5405364342923503,0.8545636584186268,308,24,70.59399477806788,37.77341229721172
BASE7,60,20,0.06,5,real_t1,15.387572939258408,-28.467226190595706,0.5405364342923503,0.8545636584186268,308,24,70.59399477806788,37.77341229721172
T0_5,40,20,0.06,1,full_t0,15.10311010087566,-18.19333145407644,0.8301453826089462,1.0182849674832568,496,12,63.08746736292428,37.014143816008335
T0_5,40,30,0.06,1,real_t1,15.10311010087566,-18.19333145407644,0.8301453826089462,1.0182849674832568,496,12,63.08746736292428,37.014143816008335
T0_5,40,20,0.06,1,real_t1,15.10311010087566,-18.19333145407644,0.8301453826089462,1.0182849674832568,496,12,63.08746736292428,37.014143816008335
T0_5,40,10,0.06,1,full_t0,15.10311010087566,-18.19333145407644,0.8301453826089462,1.0182849674832568,496,12,63.08746736292428,37.014143816008335
T0_5,40,10,0.06,1,real_t1,15.10311010087566,-18.19333145407644,0.8301453826089462,1.0182849674832568,496,12,63.08746736292428,37.014143816008335
T0_5,40,30,0.06,1,full_t0,15.10311010087566,-18.19333145407644,0.8301453826089462,1.0182849674832568,496,12,63.08746736292428,37.014143816008335
BASE7,40,20,0.06,5,real_t1,14.15172168987986,-25.689374793209907,0.5508784002645473,0.7950598828710777,382,25,68.9295039164491,34.49161905080593
BASE7,40,10,0.06,5,real_t1,14.15172168987986,-25.689374793209907,0.5508784002645473,0.7950598828710777,382,25,68.9295039164491,34.49161905080593
BASE7,40,30,0.06,5,real_t1,14.15172168987986,-25.689374793209907,0.5508784002645473,0.7950598828710777,382,25,68.9295039164491,34.49161905080593
T0_5,80,20,0.06,5,full_t0,13.98557221713097,-15.268510978813962,0.9159748607141095,0.9617283977476122,426,16,65.37206266318537,34.053747159281514
T0_5,80,20,0.06,5,real_t1,13.98557221713097,-15.268510978813962,0.9159748607141095,0.9617283977476122,426,16,65.37206266318537,34.053747159281514
T0_5,80,30,0.06,5,full_t0,13.98557221713097,-15.268510978813962,0.9159748607141095,0.9617283977476122,426,16,65.37206266318537,34.053747159281514
T0_5,80,30,0.06,5,real_t1,13.98557221713097,-15.268510978813962,0.9159748607141095,0.9617283977476122,426,16,65.37206266318537,34.053747159281514
T0_5,80,10,0.06,5,full_t0,13.98557221713097,-15.268510978813962,0.9159748607141095,0.9617283977476122,426,16,65.37206266318537,34.053747159281514
T0_5,80,10,0.06,5,real_t1,13.98557221713097,-15.268510978813962,0.9159748607141095,0.9617283977476122,426,16,65.37206266318537,34.053747159281514
T0_4,80,10,0.06,5,full_t0,13.75165298204113,-15.092443301424094,0.9111614804438953,1.0152357197615973,406,12,64.09921671018277,33.438613189071084
T0_4,80,10,0.06,5,real_t1,13.75165298204113,-15.092443301424094,0.9111614804438953,1.0152357197615973,406,12,64.09921671018277,33.438613189071084
T0_4,80,30,0.06,5,full_t0,13.75165298204113,-15.092443301424094,0.9111614804438953,1.0152357197615973,406,12,64.09921671018277,33.438613189071084
T0_4,80,30,0.06,5,real_t1,13.75165298204113,-15.092443301424094,0.9111614804438953,1.0152357197615973,406,12,64.09921671018277,33.438613189071084
T0_4,80,20,0.06,5,real_t1,13.75165298204113,-15.092443301424094,0.9111614804438953,1.0152357197615973,406,12,64.09921671018277,33.438613189071084
T0_4,80,20,0.06,5,full_t0,13.75165298204113,-15.092443301424094,0.9111614804438953,1.0152357197615973,406,12,64.09921671018277,33.438613189071084
T0_4,60,30,0.06,5,real_t1,13.526481643093625,-12.195903644194287,1.109100402702242,0.984163520459299,413,11,63.18537859007834,32.84796185878096
T0_4,60,30,0.06,5,full_t0,13.526481643093625,-12.195903644194287,1.109100402702242,0.984163520459299,413,11,63.18537859007834,32.84796185878096
T0_4,60,20,0.06,5,real_t1,13.526481643093625,-12.195903644194287,1.109100402702242,0.984163520459299,413,11,63.18537859007834,32.84796185878096
T0_4,60,20,0.06,5,full_t0,13.526481643093625,-12.195903644194287,1.109100402702242,0.984163520459299,413,11,63.18537859007834,32.84796185878096
T0_4,60,10,0.06,5,full_t0,13.526481643093625,-12.195903644194287,1.109100402702242,0.984163520459299,413,11,63.18537859007834,32.84796185878096
T0_4,60,10,0.06,5,real_t1,13.526481643093625,-12.195903644194287,1.109100402702242,0.984163520459299,413,11,63.18537859007834,32.84796185878096
T0_5,40,10,0.06,5,full_t0,12.21906159550099,-18.53696227763803,0.6591728144282515,0.8298390663928886,419,12,66.51436031331592,29.447064242729827
T0_5,40,10,0.06,5,real_t1,12.21906159550099,-18.53696227763803,0.6591728144282515,0.8298390663928886,419,12,66.51436031331592,29.447064242729827
T0_5,40,20,0.06,5,full_t0,12.21906159550099,-18.53696227763803,0.6591728144282515,0.8298390663928886,419,12,66.51436031331592,29.447064242729827
T0_5,40,20,0.06,5,real_t1,12.21906159550099,-18.53696227763803,0.6591728144282515,0.8298390663928886,419,12,66.51436031331592,29.447064242729827
T0_5,40,30,0.06,5,real_t1,12.21906159550099,-18.53696227763803,0.6591728144282515,0.8298390663928886,419,12,66.51436031331592,29.447064242729827
T0_5,40,30,0.06,5,full_t0,12.21906159550099,-18.53696227763803,0.6591728144282515,0.8298390663928886,419,12,66.51436031331592,29.447064242729827
T0_5,60,10,0.06,5,full_t0,11.584082066596535,-17.579347006010362,0.6589597476308959,0.8226156044697633,400,14,65.6331592689295,27.81292842370553
T0_5,60,10,0.06,5,real_t1,11.584082066596535,-17.579347006010362,0.6589597476308959,0.8226156044697633,400,14,65.6331592689295,27.81292842370553
T0_5,60,20,0.06,5,real_t1,11.584082066596535,-17.579347006010362,0.6589597476308959,0.8226156044697633,400,14,65.6331592689295,27.81292842370553
T0_5,60,20,0.06,5,full_t0,11.584082066596535,-17.579347006010362,0.6589597476308959,0.8226156044697633,400,14,65.6331592689295,27.81292842370553
T0_5,60,30,0.06,5,real_t1,11.584082066596535,-17.579347006010362,0.6589597476308959,0.8226156044697633,400,14,65.6331592689295,27.81292842370553
T0_5,60,30,0.06,5,full_t0,11.584082066596535,-17.579347006010362,0.6589597476308959,0.8226156044697633,400,14,65.6331592689295,27.81292842370553
